"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT08","WT09","WT11","WT13","WT16","WT22"
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-04",,"0.00",,,,"62","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-05",,"0.00",,,,"52","26",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-06",,"0.00",,,,"54","27",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-07",,"0.49","3.0","3.0",,"33","24",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-08",,"0.00",,,,"41","22",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-09",,"0.00",,,,"49","24",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-10",,"0.00",,,,"52","26",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-11",,"0.00",,,,"56","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-12",,"0.00",,,,"53","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-13",,"0.00",,,,"64","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-14",,"0.00",,,,"66","36",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-15",,"0.00",,,,"66","31",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-16",,"0.00",,,,"61","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-17",,"0.00",,,,"59","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-18",,"0.00","0.0","0.0",,"52","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-19",,"0.70","7.0","7.0",,"30","22",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-20",,"0.00","0.0","2.0",,"45","23",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-21",,"0.00",,,,"48","26",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-22",,"0.00",,,,"55","32",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-23",,"0.00",,,,"47","24",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-24",,"0.00",,,,"57","26",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-25",,"0.00",,,,"52","26",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-26",,"0.00",,,,"57","27",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-27",,"0.00",,,,"59","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-02-28",,"0.00",,,,"62","34",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-01",,"0.00","0.0","0.0",,"68","37",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-02",,"0.01","0.0","0.0",,"63","41",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-03",,"0.12","0.0","0.0",,"52","30",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-04",,"0.00","0.0","0.0",,"58","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-05",,"1.10","2.0","2.0",,"46","32",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-06",,"0.12","1.0","0.0",,"38","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-07",,"0.00","0.0","0.0",,"46","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-08",,"0.00","0.0","0.0",,"49","31",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-09",,"0.00","0.0","0.0",,"58","30",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-10",,"0.00","0.0","0.0",,"65","32",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-11",,"0.00","0.0","0.0",,"68","34",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-12",,"0.00","0.0","0.0",,"71","36",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-13",,"0.00","0.0","0.0",,"71","37",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-14",,"0.00","0.0","0.0",,"70","37",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-15",,"0.00","0.0","0.0",,"68","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-16",,"0.00","0.0","0.0",,"64","30",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-17",,"0.00","0.0","0.0",,"64","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-18",,"0.00","0.0","0.0",,"61","34",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-19",,"1.50","0.0","0.0",,"58","41",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-20",,"1.77","0.0","0.0",,"48","35",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-21",,"0.00","0.0","0.0",,"56","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-22",,"0.00","0.0","0.0",,"55","27",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-23",,"0.00","0.0","0.0",,"61","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-24",,"0.00","0.0","0.0",,"63","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-25",,"0.00","0.0","0.0",,"62","39",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-26",,"0.00","0.0","0.0",,"57","37",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-27",,"0.01","0.0","0.0",,"59","40",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-28",,"0.15","0.0","0.0",,"50","37",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-29",,"0.00","0.0","0.0",,"68","39",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-30",,"0.97","0.0","0.0",,"68","39",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-03-31",,"0.44","0.0","0.0",,"52","39",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-01",,"0.06","0.0","0.0",,"52","34",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-02",,"0.00","0.0","0.0",,"61","37",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-03",,"0.17","0.0","0.0",,"66","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-04",,"0.59","0.0","0.0",,"48","40",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-05",,"0.00","0.0","0.0",,"55","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-06",,"0.10","0.0","0.0",,"52","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-07",,"0.63","0.0","0.0",,"54","32",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-08",,"0.00","0.0","0.0",,"54","34",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-09",,"0.00","0.0","0.0",,"62","39",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-10",,"0.00","0.0","0.0",,"73","40",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-11",,"0.00","0.0","0.0",,"68","41",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-12",,"0.00","0.0","0.0",,"70","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-13",,"0.00","0.0","0.0",,"64","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-14",,"0.00","0.0","0.0",,"64","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-15",,"0.00","0.0","0.0",,"60","35",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-16",,"0.00","0.0","0.0",,"50","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-17",,"0.00","0.0","0.0",,"53","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-18",,"0.00","0.0","0.0",,"58","32",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-19",,"0.00","0.0","0.0",,"66","37",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-20",,"0.00","0.0","0.0",,"68","41",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-21",,"0.00","0.0","0.0",,"72","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-22",,"0.00","0.0","0.0",,"75","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-23",,"0.00","0.0","0.0",,"77","44",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-24",,"0.00","0.0","0.0",,"76","43",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-25",,"0.00","0.0","0.0",,"73","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-26",,"0.00","0.0","0.0",,"70","40",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-27",,"0.00","0.0","0.0",,"76","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-28",,"0.00","0.0","0.0",,"78","43",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-29",,"0.00","0.0","0.0",,"77","46",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-04-30",,"0.00","0.0","0.0",,"76","49",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-01",,"0.00","0.0","0.0",,"76","45",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-02",,"0.00","0.0","0.0",,"79","43",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-03",,"0.00","0.0","0.0",,"79","51",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-04",,"0.00","0.0","0.0",,"66","47",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-05",,"0.00","0.0","0.0",,"66","44",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-06",,"0.15","0.0","0.0",,"66","44",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-07",,"0.23","0.0","0.0",,"57","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-08",,"0.10","0.0","0.0",,"50","46",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-09",,"0.01","0.0","0.0",,"59","43",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-10",,"0.00","0.0","0.0",,"72","47",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-11",,"0.00","0.0","0.0",,"81","49",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-12",,"0.00","0.0","0.0",,"82","52",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-13",,"0.00","0.0","0.0",,"80","47",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-14",,"0.00","0.0","0.0",,"80","48",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-15",,"0.00","0.0","0.0",,"81","49",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-16",,"0.00","0.0","0.0",,"69","48",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-17",,"0.09","0.0","0.0",,"60","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-18",,"0.00","0.0","0.0",,"62","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-19",,"0.00","0.0","0.0",,"68","44",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-20",,"0.00","0.0","0.0",,"73","43",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-21",,"0.00","0.0","0.0",,"79","43",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-22",,"0.00","0.0","0.0",,"68","31",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-23",,"0.00","0.0","0.0",,"60","31",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-24",,"0.00","0.0","0.0",,"60","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-25",,"0.00","0.0","0.0",,"66","37",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-26",,"0.00","0.0","0.0",,"66","39",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-27",,"0.00","0.0","0.0",,"64","39",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-28",,"0.45","0.0","0.0",,"54","46",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-29",,"0.07","0.0","0.0",,"66","47",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-30",,"0.00","0.0","0.0",,"66","40",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-05-31",,"0.00","0.0","0.0",,"72","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-01",,"0.00","0.0","0.0",,"83","55",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-02",,"0.00","0.0","0.0",,"85","50",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-03",,"0.00","0.0","0.0",,"84","54",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-04",,"0.00","0.0","0.0",,"86","51",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-05",,"0.00","0.0","0.0",,"86","52",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-06",,"0.00","0.0","0.0",,"87","53",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-07",,"0.00","0.0","0.0",,"90","55",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-08",,"0.00","0.0","0.0",,"93","63",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-09",,"0.00","0.0","0.0",,"97","63",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-10",,"0.00","0.0","0.0",,"88","56",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-11",,"0.00","0.0","0.0",,"65","46",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-12",,"0.00","0.0","0.0",,"72","46",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-13",,"0.00","0.0","0.0",,"74","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-14",,"0.00","0.0","0.0",,"72","46",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-15",,"0.00","0.0","0.0",,"80","46",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-16",,"0.00","0.0","0.0",,"78","46",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-17",,"0.00","0.0","0.0",,"79","47",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2013-06-18",,"0.00","0.0","0.0",,"76","45",,,,,,,,,,,,,,,
