"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","TAVG","TMAX","TMIN","TOBS"
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-11-22",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-11-23",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-11-24",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-11-25",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-11-26",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-11-27",,,"0.60",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-11-28",,,"0.24",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-11-29",,,"0.06",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-11-30",,,"0.01",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-01",,,"0.69",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-02",,,"1.24",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-03",,,"0.73",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-04",,,"0.84",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-05",,,"0.35",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-06",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-07",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-08",,,"0.47",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-09",,,"0.07",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-10",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-11",,,"0.02",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-12",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-13",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-14",,,"0.19",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-15",,,"0.01",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-16",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-17",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-18",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-19",,,"0.05",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-20",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-21",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-22",,,"0.08",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-23",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-24",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-25",,,"0.07",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-26",,,"0.02",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-27",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-28",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-29",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-30",,,"0.23",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2019-12-31",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-01",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-02",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-03",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-04",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-05",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-06",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-07",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-08",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-09",,,"0.05",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-10",,,"0.04",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-11",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-12",,,"0.01",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-13",,,"0.02",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-15","    2","0.08",,,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-16",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-17",,,"0.94",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-18",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-19",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-20",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-21",,,"0.02",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-22",,,"0.02",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-23",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-24",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-25",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-26",,,"0.06",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-27",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-28",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-29",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-30",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-01-31",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-01",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-02",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-03",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-04",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-05",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-06",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-07",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-08",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-09",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-10",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-11",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-12",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-13",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-14",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-15",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-16",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-17",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-18",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-19",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-20",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-21",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-22",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-23",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-24",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-25",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-26",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-27",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-28",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-02-29",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-01",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-02",,,"0.02",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-03",,,"0.03",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-04",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-05",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-06",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-07",,,"0.02",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-08",,,"0.08",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-09",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-10",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-11",,,"0.07",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-12",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-13",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-14",,,"0.02",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-15",,,"0.51",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-16",,,"0.62",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-17",,,"0.05",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-18",,,"0.05",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-19",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-20",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-21",,,"0.09",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-22",,,"0.02",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-23",,,"0.31",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-24",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-25",,,"0.45",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-26",,,"0.15",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-27",,,"0.01",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-28",,,"0.00",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-29",,,"0.04",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-30",,,"0.10",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-03-31",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-01",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-02",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-03",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-04",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-05",,,"0.06",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-06",,,"1.24",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-07",,,"0.23",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-08",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-09",,,"0.01",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-10",,,"0.03",,,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-11",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-12",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-13",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-14",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-15",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-16",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-17",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-18",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-19",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-20",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-21",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-22",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-23",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-24",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-25",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-26",,,"0.00","0.0",,,,
"US1CAST0010","HOLLISTER 4.7 NNE, CA US","36.918121","-121.3640555","72.5","2020-04-27",,,"0.00","0.0",,,,
