"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT05","WT11"
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-01-30",,,,,,"32","51","23",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-01-31",,,,,,"34","55","21",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-01",,,,,,"32","52","19",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-02",,,,,,"32","47","22",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-03",,,,,,"32","52","22",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-04",,,,,,"38","58","21",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-05",,,,,,"37","51","24",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-06",,,,,,"30","47","16",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-07",,,,,,"30","42","23",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-08",,,,,,"24","32","17",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-09",,,,,,"22","35","9",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-10",,,,,,"23","38","12",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-11",,,,,,"24","43","12",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-12",,,,,,"29","51","15",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-13",,,,,,"31","52","17",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-14",,,,,,"33","50","20",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-15",,,,,,"34","55","22",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-16",,,,,,"40","58","27",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-17",,,,,,"33","52","21",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-18",,,,,,"33","52","18",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-19",,,,,,"27","40","15",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-20",,,,,,"26","43","16",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-21",,,,,,"28","43","16",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-22",,,,,,"35","53","16",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-23",,,,,,"29","36","16",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-24",,,,,,"26","45","13",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-25",,,,,,"34","52","17",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-26",,,,,,"27","47","12",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-27",,,,,,"34","61","14",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-02-28",,,,,,"40","62","28",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-01",,,,,,"40","67","25",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-02",,,,,,"44","61","28",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-03",,,,,,"36","44","29",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-04",,,,,,"37","58","23",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-05",,,,,,"39","54","29",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-06",,,,,,"30","38","21",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-07",,,,,,"31","46","19",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-08",,,,,,"30","44","17",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-09",,,,,,"31","51","17",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-10",,,,,,"34","60","15",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-11",,,,,,"40","66","22",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-12",,,,,,"44","71","25",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-13",,,,,,"49","70","30",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-14",,,,,,"50","69","38",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-15",,,,,,"47","67","32",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-16",,,,,,"43","66","25",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-17",,,,,,"43","61","28",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-18",,,,,,"42","60","25",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-19",,,,,,"44","57","35",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-20",,,,,,"40","49","33",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-21",,,,,,"38","54","22",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-22",,,,,,"29","52","12",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-23",,,,,,"32","56","12",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-24",,,,,,"41","65","20",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-25",,,,,,"45","65","27",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-26",,,,,,"44","58","32",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-27",,,,,,"42","61","27",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-28",,,,,,"42","58","32",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-29",,,,,,"44","69","26",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-30",,,,,,"48","69","29",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-03-31",,,,,,"40","50","29",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-01",,,,,,"39","52","29",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-02",,,,,,"43","65","27",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-03",,,,,,"48","71","29",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-04",,,,,,"44","55","37",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-05",,,,,,"44","59","32",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-06",,,,,,"44","56","35",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-07",,,,,,"43","58","33",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-08",,,,,,"33","42","28",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-09",,,,,,"38","52","25",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-10",,,,,,"49","71","25",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-11",,,,,,"45","63","28",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-12",,,,,,"47","70","24",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-13",,,,,,"50","64","32",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-14",,,,,,"44","63","30",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-15",,,,,,"36","48","28",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-16",,,,,,"30","42","24",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-17",,,,,,"29","47","14",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-18",,,,,,"38","62","17",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-19",,,,,,"48","67","25",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-20",,,,,,"45","69","25",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-21",,,,,,"50","74","27",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-22",,,,,,"47","70","29",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-23",,,,,,"44","65","27",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-24",,,,,,"43","65","23",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-25",,,,,,"49","73","25",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-26",,,,,,"55","79","31",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-27",,,,,,"57","81","33",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-28",,,,,,"56","79","34",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-29",,,,,,"55","80","33",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-04-30",,,,,,"48","70","30",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-01",,,,,,"44","64","29",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-02",,,,,,"49","75","25",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-03",,,,,,"55","79","34",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-04",,,,,,"45","70","31",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-05",,,,,,"47","64","32",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-06",,,,,,"45","57","38",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-07",,,,,,"42","51","37",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-08",,,,,,"50","65","40",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-09",,,,,,"51","72","33",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-10",,,,,,"57","79","37",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-11",,,,,,"62","84","39",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-12",,,,,,"64","83","46",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-13",,,,,,"63","82","44",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-14",,,,,,"59","79","36",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-15",,,,,,"57","76","39",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-16",,,,,,"48","62","37",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-17",,,,,,"50","65","34",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-18",,,,,,"50","67","29",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-19",,,,,,"48","68","32",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-20",,,,,,"54","76","28",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-21",,,,,,"55","70","41",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-22",,,,,,"42","59","25",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-23",,,,,,"41","59","24",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-24",,,,,,"51","73","23",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-25",,,,,,"52","72","29",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-26",,,,,,"50","69","33",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-27",,,,,,"46","61","30",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-28",,,,,,"51","65","42",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-29",,,,,,"53","68","43",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-30",,,,,,"54","75","32",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-05-31",,,,,,"55","80","30",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-01",,,,,,"61","87","33",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-02",,,,,,"63","86","38",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-03",,,,,,"62","86","37",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-04",,,,,,"64","89","37",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-05",,,,,,"67","92","41",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-06",,,,,,"69","92","45",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-07",,,,,,"71","94","43",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-08",,,,,,"72","97","46",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-09",,,,,,"65","97","48",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-10",,,,,,"61","78","50",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-11",,,,,,"61","75","45",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-12",,,,,,"60","78","42",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-13",,,,,,"53","72","30",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-14",,,,,,"53","73","29",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-15",,,,,,"59","83","32",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-16",,,,,,"60","80","36",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-17",,,,,,"61","81","41",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-18",,,,,,"56","71","41",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-19",,,,,,"51","68","32",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-20",,,,,,"51","73","27",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-21",,,,,,"54","76","30",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-22",,,,,,"58","80","32",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-23",,,,,,"55","67","40",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-24",,,,,,"51","59","46",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-25",,,,,,"55","65","47",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-26",,,,,,"64","81","48",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-27",,,,,,"70","92","46",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-28",,,,,,"75","99","48",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-29",,,,,,"76","97","57",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-06-30",,,,,,"74","97","49",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-07-01",,,,,,"78","101","56",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-07-02",,,,,,"71","100","54",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-07-03",,,,,,"71","94","48",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-07-04",,,,,,"71","93","50",,,,,,,,
"USR0000CDOG","DOG VALLEY CALIFORNIA, CA US","39.5619","-120.0478","1821.5","2013-07-05",,,,,,"71","91","52",,,,,,,,
